Number of Vehicles in Lane 1,Number of Vehicles in Lane 2,Number of Vehicles in Lane 3,Number of Vehicles in Lane 4,Lane 1 Traffic Flow,Lane 2 Traffic Flow,Lane 3 Traffic Flow,Lane 4 Traffic Flow,Lane 1 On Time,Lane 2 On Time,Lane 3 On Time,Lane 4 On Time,Lane 1 Saturation Flow,Lane 2 Saturation Flow,Lane 3 Saturation Flow,Lane 4 Saturation Flow,Lane 1 Flow Ratio,Lane 2 Flow Ratio,Lane 3 Flow Ratio,Lane 4 Flow Ratio,Total Flow Ratio,Optimum Cycle Time,Width of Lane 1,Width of Lane 2,Width of Lane 3,Width of Lane 4,Intergreen Period,Amber Period,Number of Phases,Initial Delay,Minimum On Time,Maximum Cycle Time,Total Time Lost
42,42,37,27,56.5,65.0,50.33,34.25,29.0,33.0,25.0,17.0,180.0,180.0,180.0,180.0,0.3138888888888889,0.3611111111111111,0.2796111111111111,0.19027777777777777,1.1448888888888888,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
32,25,30,33,38.65,42.5,43.75,46.5,23.0,26.0,27.0,28.0,180.0,180.0,180.0,180.0,0.2147222222222222,0.2361111111111111,0.24305555555555555,0.25833333333333336,0.9522222222222223,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
27,1,2,29,31.83,0.33,2.75,41.25,17.0,10.0,10.0,22.0,180.0,180.0,180.0,180.0,0.17683333333333331,0.0018333333333333335,0.015277777777777777,0.22916666666666666,0.4231111111111111,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,25,24,22,29.0,37.25,38.0,32.58,22.0,28.0,29.0,25.0,180.0,180.0,180.0,180.0,0.16111111111111112,0.20694444444444443,0.2111111111111111,0.181,0.7601666666666667,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
34,26,17,42,45.75,41.5,26.5,56.5,28.0,25.0,16.0,35.0,180.0,180.0,180.0,180.0,0.25416666666666665,0.23055555555555557,0.14722222222222223,0.3138888888888889,0.9458333333333333,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
19,4,42,3,26.75,4.0,56.5,2.0,13.0,10.0,30.0,10.0,180.0,180.0,180.0,180.0,0.1486111111111111,0.022222222222222223,0.3138888888888889,0.011111111111111112,0.49583333333333335,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,14,24,9,38.0,22.25,32.25,12.5,20.0,11.0,17.0,10.0,180.0,180.0,180.0,180.0,0.2111111111111111,0.12361111111111112,0.17916666666666667,0.06944444444444445,0.5833333333333334,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
38,19,26,1,51.25,26.75,41.5,1.0,32.0,17.0,26.0,10.0,180.0,180.0,180.0,180.0,0.2847222222222222,0.1486111111111111,0.23055555555555557,0.005555555555555556,0.6694444444444445,100.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,24,30,33,32.25,26.5,43.75,46.5,23.0,18.0,31.0,32.0,180.0,180.0,180.0,180.0,0.17916666666666667,0.14722222222222223,0.24305555555555555,0.25833333333333336,0.8277777777777777,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,0,26,3,26.5,0.0,41.5,3.0,13.0,10.0,21.0,10.0,180.0,180.0,180.0,180.0,0.14722222222222223,0.0,0.23055555555555557,0.016666666666666666,0.39444444444444443,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
27,27,34,42,31.83,42.33,45.75,56.5,19.0,25.0,27.0,33.0,180.0,180.0,180.0,180.0,0.17683333333333331,0.23516666666666666,0.25416666666666665,0.3138888888888889,0.9800555555555555,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
38,26,25,12,66.75,41.5,42.5,25.25,39.0,25.0,25.0,15.0,180.0,180.0,180.0,180.0,0.37083333333333335,0.23055555555555557,0.2361111111111111,0.14027777777777778,0.9777777777777779,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,16,27,18,26.5,17.0,34.25,28.75,16.0,10.0,20.0,17.0,180.0,180.0,180.0,180.0,0.14722222222222223,0.09444444444444444,0.19027777777777777,0.1597222222222222,0.5916666666666667,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
16,14,0,25,17.0,22.25,0.0,36.0,10.0,11.0,10.0,18.0,180.0,180.0,180.0,180.0,0.09444444444444444,0.12361111111111112,0.0,0.2,0.41805555555555557,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
9,1,4,17,12.5,1.0,5.5,26.5,10.0,10.0,10.0,15.0,180.0,180.0,180.0,180.0,0.06944444444444445,0.005555555555555556,0.030555555555555555,0.14722222222222223,0.25277777777777777,60.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,24,1,14,0.0,26.5,1.0,16.25,10.0,15.0,10.0,9.0,180.0,180.0,180.0,180.0,0.0,0.14722222222222223,0.005555555555555556,0.09027777777777778,0.24305555555555558,60.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
1,9,16,27,0.33,12.5,20.5,34.25,10.0,10.0,14.0,19.0,180.0,180.0,180.0,180.0,0.0018333333333333335,0.06944444444444445,0.11388888888888889,0.19027777777777777,0.37544444444444447,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
5,16,21,24,10.5,20.5,28.0,32.25,10.0,11.0,14.0,16.0,180.0,180.0,180.0,180.0,0.058333333333333334,0.11388888888888889,0.15555555555555556,0.17916666666666667,0.5069444444444444,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
5,18,24,24,10.5,28.75,29.0,33.0,10.0,16.0,16.0,18.0,180.0,180.0,180.0,180.0,0.058333333333333334,0.1597222222222222,0.16111111111111112,0.18333333333333332,0.5625,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,14,42,31,0.0,16.25,56.5,44.5,10.0,11.0,33.0,26.0,180.0,180.0,180.0,180.0,0.0,0.09027777777777778,0.3138888888888889,0.24722222222222223,0.6513888888888889,95.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
17,3,24,32,30.5,2.0,33.0,38.65,16.0,10.0,17.0,20.0,180.0,180.0,180.0,180.0,0.16944444444444445,0.011111111111111112,0.18333333333333332,0.2147222222222222,0.5786111111111111,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
42,26,27,25,65.0,41.5,42.33,37.25,36.0,23.0,24.0,21.0,180.0,180.0,180.0,180.0,0.3611111111111111,0.23055555555555557,0.23516666666666666,0.20694444444444443,1.0337777777777777,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
7,26,18,0,11.0,41.5,21.25,0.0,10.0,19.0,11.0,10.0,180.0,180.0,180.0,180.0,0.06111111111111111,0.23055555555555557,0.11805555555555555,0.0,0.4097222222222222,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
12,38,3,24,25.25,66.75,3.0,33.0,18.0,47.0,10.0,23.0,180.0,180.0,180.0,180.0,0.14027777777777778,0.37083333333333335,0.016666666666666666,0.18333333333333332,0.7111111111111111,115.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,12,0,9,0.0,25.25,0.0,12.5,10.0,16.0,10.0,8.0,180.0,180.0,180.0,180.0,0.0,0.14027777777777778,0.0,0.06944444444444445,0.20972222222222223,60.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,0,27,14,33.0,0.0,31.83,16.25,16.0,10.0,15.0,10.0,180.0,180.0,180.0,180.0,0.18333333333333332,0.0,0.17683333333333331,0.09027777777777778,0.4504444444444444,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
38,9,24,16,51.25,10.75,33.0,24.75,33.0,10.0,21.0,16.0,180.0,180.0,180.0,180.0,0.2847222222222222,0.059722222222222225,0.18333333333333332,0.1375,0.6652777777777779,95.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
30,16,22,26,43.75,20.5,32.58,41.5,33.0,15.0,24.0,31.0,180.0,180.0,180.0,180.0,0.24305555555555555,0.11388888888888889,0.181,0.23055555555555557,0.7685,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
26,12,4,4,41.5,25.25,4.0,4.0,21.0,11.0,10.0,10.0,180.0,180.0,180.0,180.0,0.23055555555555557,0.14027777777777778,0.022222222222222223,0.022222222222222223,0.41527777777777775,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,1,5,2,33.0,0.33,10.5,2.75,17.0,10.0,10.0,10.0,180.0,180.0,180.0,180.0,0.18333333333333332,0.0018333333333333335,0.058333333333333334,0.015277777777777777,0.2587777777777778,60.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
2,1,5,24,2.75,0.33,10.5,29.0,10.0,10.0,10.0,18.0,180.0,180.0,180.0,180.0,0.015277777777777777,0.0018333333333333335,0.058333333333333334,0.16111111111111112,0.23655555555555557,60.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
9,0,3,37,12.5,0.0,2.0,50.33,10.0,10.0,10.0,29.0,180.0,180.0,180.0,180.0,0.06944444444444445,0.0,0.011111111111111112,0.2796111111111111,0.36016666666666663,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
25,3,17,18,36.0,2.0,30.5,21.25,18.0,10.0,15.0,13.0,180.0,180.0,180.0,180.0,0.2,0.011111111111111112,0.16944444444444445,0.11805555555555555,0.4986111111111111,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
5,16,14,7,10.5,24.75,22.25,11.0,10.0,14.0,13.0,10.0,180.0,180.0,180.0,180.0,0.058333333333333334,0.1375,0.12361111111111112,0.06111111111111111,0.3805555555555556,60.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
25,27,0,12,36.0,42.33,0.0,19.5,18.0,21.0,10.0,12.0,180.0,180.0,180.0,180.0,0.2,0.23516666666666666,0.0,0.10833333333333334,0.5435000000000001,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
34,1,0,16,45.75,1.0,0.0,20.5,24.0,10.0,10.0,11.0,180.0,180.0,180.0,180.0,0.25416666666666665,0.005555555555555556,0.0,0.11388888888888889,0.37361111111111106,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
37,1,30,14,50.33,1.0,33.5,22.25,28.0,10.0,19.0,14.0,180.0,180.0,180.0,180.0,0.2796111111111111,0.005555555555555556,0.18611111111111112,0.12361111111111112,0.5948888888888888,85.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
29,24,14,0,41.25,33.0,22.25,0.0,21.0,17.0,11.0,10.0,180.0,180.0,180.0,180.0,0.22916666666666666,0.18333333333333332,0.12361111111111112,0.0,0.5361111111111111,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
31,24,2,24,44.5,38.0,2.75,29.0,26.0,22.0,10.0,17.0,180.0,180.0,180.0,180.0,0.24722222222222223,0.2111111111111111,0.015277777777777777,0.16111111111111112,0.6347222222222223,90.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,2,5,26,32.25,2.75,10.5,41.5,17.0,10.0,10.0,22.0,180.0,180.0,180.0,180.0,0.17916666666666667,0.015277777777777777,0.058333333333333334,0.23055555555555557,0.48333333333333334,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,27,1,18,33.0,42.33,0.33,21.25,17.0,21.0,10.0,13.0,180.0,180.0,180.0,180.0,0.18333333333333332,0.23516666666666666,0.0018333333333333335,0.11805555555555555,0.5383888888888889,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,10,0,24,26.5,14.25,0.0,32.25,12.0,10.0,10.0,16.0,180.0,180.0,180.0,180.0,0.14722222222222223,0.07916666666666666,0.0,0.17916666666666667,0.40555555555555556,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
5,42,4,24,10.5,65.0,4.0,29.0,10.0,37.0,10.0,17.0,180.0,180.0,180.0,180.0,0.058333333333333334,0.3611111111111111,0.022222222222222223,0.16111111111111112,0.6027777777777777,90.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
26,24,26,14,41.5,38.0,29.41,22.25,30.0,27.0,21.0,16.0,180.0,180.0,180.0,180.0,0.23055555555555557,0.2111111111111111,0.1633888888888889,0.12361111111111112,0.7286666666666667,110.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,0,27,29,38.0,0.0,34.25,41.25,21.0,10.0,19.0,23.0,180.0,180.0,180.0,180.0,0.2111111111111111,0.0,0.19027777777777777,0.22916666666666666,0.6305555555555555,90.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,3,27,26,0.0,3.0,31.83,41.5,10.0,10.0,17.0,22.0,180.0,180.0,180.0,180.0,0.0,0.016666666666666666,0.17683333333333331,0.23055555555555557,0.4240555555555555,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
42,31,42,27,56.5,44.5,65.0,31.83,30.0,23.0,34.0,17.0,180.0,180.0,180.0,180.0,0.3138888888888889,0.24722222222222223,0.3611111111111111,0.17683333333333331,1.0990555555555557,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
9,21,34,2,10.75,28.0,45.75,2.75,10.0,15.0,24.0,10.0,180.0,180.0,180.0,180.0,0.059722222222222225,0.15555555555555556,0.25416666666666665,0.015277777777777777,0.4847222222222222,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
16,37,9,24,24.75,53.25,10.75,32.25,16.0,33.0,10.0,20.0,180.0,180.0,180.0,180.0,0.1375,0.29583333333333334,0.059722222222222225,0.17916666666666667,0.6722222222222223,95.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
32,18,38,34,38.65,21.25,66.75,45.75,23.0,13.0,40.0,28.0,180.0,180.0,180.0,180.0,0.2147222222222222,0.11805555555555555,0.37083333333333335,0.25416666666666665,0.9577777777777777,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
9,24,42,24,12.5,32.25,56.5,33.0,10.0,25.0,43.0,25.0,180.0,180.0,180.0,180.0,0.06944444444444445,0.17916666666666667,0.3138888888888889,0.18333333333333332,0.7458333333333333,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,31,3,25,38.0,44.5,2.0,37.25,23.0,27.0,10.0,23.0,180.0,180.0,180.0,180.0,0.2111111111111111,0.24722222222222223,0.011111111111111112,0.20694444444444443,0.6763888888888889,100.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
14,10,0,38,22.25,14.25,0.0,51.25,11.0,10.0,10.0,27.0,180.0,180.0,180.0,180.0,0.12361111111111112,0.07916666666666666,0.0,0.2847222222222222,0.4875,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,34,38,12,0.0,45.75,51.25,14.25,10.0,28.0,31.0,10.0,180.0,180.0,180.0,180.0,0.0,0.25416666666666665,0.2847222222222222,0.07916666666666666,0.6180555555555556,95.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
37,18,26,25,53.25,21.25,41.5,37.25,36.0,14.0,28.0,25.0,180.0,180.0,180.0,180.0,0.29583333333333334,0.11805555555555555,0.23055555555555557,0.20694444444444443,0.8513888888888888,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
4,9,9,31,4.0,10.75,12.5,44.5,10.0,10.0,10.0,22.0,180.0,180.0,180.0,180.0,0.022222222222222223,0.059722222222222225,0.06944444444444445,0.24722222222222223,0.39861111111111114,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
16,25,3,27,17.0,37.25,3.0,42.33,10.0,18.0,10.0,21.0,180.0,180.0,180.0,180.0,0.09444444444444444,0.20694444444444443,0.016666666666666666,0.23516666666666666,0.5532222222222222,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
1,27,33,21,1.0,31.83,46.5,28.0,10.0,18.0,26.0,16.0,180.0,180.0,180.0,180.0,0.005555555555555556,0.17683333333333331,0.25833333333333336,0.15555555555555556,0.5962777777777778,85.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,0,24,16,33.0,0.0,38.0,23.0,17.0,10.0,20.0,14.0,180.0,180.0,180.0,180.0,0.18333333333333332,0.0,0.2111111111111111,0.12777777777777777,0.5222222222222221,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
14,12,12,14,22.25,14.25,19.5,22.25,11.0,10.0,10.0,12.0,180.0,180.0,180.0,180.0,0.12361111111111112,0.07916666666666666,0.10833333333333334,0.12361111111111112,0.43472222222222223,60.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,27,32,16,0.0,34.25,38.65,20.5,10.0,18.0,20.0,13.0,180.0,180.0,180.0,180.0,0.0,0.19027777777777777,0.2147222222222222,0.11388888888888889,0.5188888888888888,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
10,1,12,3,14.25,1.0,25.25,2.0,10.0,10.0,15.0,10.0,180.0,180.0,180.0,180.0,0.07916666666666666,0.005555555555555556,0.14027777777777778,0.011111111111111112,0.23611111111111108,60.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
34,19,27,30,45.75,26.75,34.25,43.75,32.0,18.0,24.0,30.0,180.0,180.0,180.0,180.0,0.25416666666666665,0.1486111111111111,0.19027777777777777,0.24305555555555555,0.8361111111111111,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
33,30,27,14,46.5,43.75,34.25,16.25,34.0,32.0,25.0,12.0,180.0,180.0,180.0,180.0,0.25833333333333336,0.24305555555555555,0.19027777777777777,0.09027777777777778,0.7819444444444444,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
22,21,3,0,32.58,28.0,2.0,0.0,16.0,13.0,10.0,10.0,180.0,180.0,180.0,180.0,0.181,0.15555555555555556,0.011111111111111112,0.0,0.3476666666666667,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
26,25,14,24,41.5,37.25,22.25,32.25,31.0,28.0,17.0,24.0,180.0,180.0,180.0,180.0,0.23055555555555557,0.20694444444444443,0.12361111111111112,0.17916666666666667,0.7402777777777778,115.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
29,2,32,26,41.25,2.75,38.65,29.41,24.0,10.0,23.0,17.0,180.0,180.0,180.0,180.0,0.22916666666666666,0.015277777777777777,0.2147222222222222,0.1633888888888889,0.6225555555555555,90.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
30,22,1,16,43.75,32.58,0.33,20.5,22.0,16.0,10.0,12.0,180.0,180.0,180.0,180.0,0.24305555555555555,0.181,0.0018333333333333335,0.11388888888888889,0.5397777777777778,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
26,2,7,1,29.41,2.75,11.0,1.0,16.0,10.0,10.0,10.0,180.0,180.0,180.0,180.0,0.1633888888888889,0.015277777777777777,0.06111111111111111,0.005555555555555556,0.24533333333333335,60.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
37,1,12,0,53.25,0.33,25.25,0.0,26.0,10.0,12.0,10.0,180.0,180.0,180.0,180.0,0.29583333333333334,0.0018333333333333335,0.14027777777777778,0.0,0.43794444444444447,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,38,38,3,29.0,66.75,51.25,2.0,18.0,43.0,33.0,10.0,180.0,180.0,180.0,180.0,0.16111111111111112,0.37083333333333335,0.2847222222222222,0.011111111111111112,0.8277777777777777,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
4,0,30,21,4.0,0.0,33.5,28.0,10.0,10.0,18.0,15.0,180.0,180.0,180.0,180.0,0.022222222222222223,0.0,0.18611111111111112,0.15555555555555556,0.36388888888888893,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
34,29,31,25,45.75,41.25,44.5,42.5,27.0,25.0,27.0,25.0,180.0,180.0,180.0,180.0,0.25416666666666665,0.22916666666666666,0.24722222222222223,0.2361111111111111,0.9666666666666666,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
19,22,21,10,26.75,32.58,28.0,14.25,14.0,18.0,16.0,10.0,180.0,180.0,180.0,180.0,0.1486111111111111,0.181,0.15555555555555556,0.07916666666666666,0.5643333333333334,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
3,42,24,10,2.0,56.5,38.0,14.25,10.0,33.0,22.0,10.0,180.0,180.0,180.0,180.0,0.011111111111111112,0.3138888888888889,0.2111111111111111,0.07916666666666666,0.6152777777777778,90.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
18,24,37,27,21.25,29.0,53.25,34.25,16.0,22.0,40.0,26.0,180.0,180.0,180.0,180.0,0.11805555555555555,0.16111111111111112,0.29583333333333334,0.19027777777777777,0.7652777777777777,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
4,1,4,5,4.0,0.33,5.5,10.5,10.0,10.0,10.0,11.0,180.0,180.0,180.0,180.0,0.022222222222222223,0.0018333333333333335,0.030555555555555555,0.058333333333333334,0.11294444444444444,55.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
25,0,31,42,42.5,0.0,44.5,56.5,28.0,10.0,29.0,37.0,180.0,180.0,180.0,180.0,0.2361111111111111,0.0,0.24722222222222223,0.3138888888888889,0.7972222222222223,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
29,27,21,4,41.25,31.83,28.0,4.0,22.0,17.0,14.0,10.0,180.0,180.0,180.0,180.0,0.22916666666666666,0.17683333333333331,0.15555555555555556,0.022222222222222223,0.5837777777777778,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,2,32,24,0.0,2.75,38.65,32.25,10.0,10.0,19.0,16.0,180.0,180.0,180.0,180.0,0.0,0.015277777777777777,0.2147222222222222,0.17916666666666667,0.4091666666666667,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,17,21,7,38.0,26.5,28.0,11.0,20.0,14.0,15.0,10.0,180.0,180.0,180.0,180.0,0.2111111111111111,0.14722222222222223,0.15555555555555556,0.06111111111111111,0.575,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
18,4,30,38,21.25,4.0,43.75,66.75,15.0,10.0,31.0,48.0,180.0,180.0,180.0,180.0,0.11805555555555555,0.022222222222222223,0.24305555555555555,0.37083333333333335,0.7541666666666667,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
29,18,14,14,41.25,21.25,22.25,22.25,23.0,12.0,12.0,12.0,180.0,180.0,180.0,180.0,0.22916666666666666,0.11805555555555555,0.12361111111111112,0.12361111111111112,0.5944444444444444,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
21,30,29,1,28.0,43.75,41.25,1.0,16.0,25.0,24.0,10.0,180.0,180.0,180.0,180.0,0.15555555555555556,0.24305555555555555,0.22916666666666666,0.005555555555555556,0.6333333333333333,90.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
16,25,3,27,20.5,42.5,3.0,31.83,10.0,22.0,10.0,17.0,180.0,180.0,180.0,180.0,0.11388888888888889,0.2361111111111111,0.016666666666666666,0.17683333333333331,0.5435,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
16,24,12,17,23.0,32.25,19.5,30.5,12.0,17.0,10.0,16.0,180.0,180.0,180.0,180.0,0.12777777777777777,0.17916666666666667,0.10833333333333334,0.16944444444444445,0.5847222222222223,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
27,9,4,9,31.83,10.75,5.5,12.5,16.0,10.0,10.0,10.0,180.0,180.0,180.0,180.0,0.17683333333333331,0.059722222222222225,0.030555555555555555,0.06944444444444445,0.3365555555555555,60.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,24,24,5,33.0,38.0,26.5,10.5,18.0,21.0,14.0,10.0,180.0,180.0,180.0,180.0,0.18333333333333332,0.2111111111111111,0.14722222222222223,0.058333333333333334,0.6,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
7,25,31,3,11.0,36.0,44.5,2.0,10.0,20.0,24.0,10.0,180.0,180.0,180.0,180.0,0.06111111111111111,0.2,0.24722222222222223,0.011111111111111112,0.5194444444444444,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
4,30,17,14,4.0,43.75,26.5,22.25,10.0,23.0,14.0,13.0,180.0,180.0,180.0,180.0,0.022222222222222223,0.24305555555555555,0.14722222222222223,0.12361111111111112,0.5361111111111111,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
37,26,14,27,50.33,29.41,16.25,31.83,35.0,20.0,11.0,22.0,180.0,180.0,180.0,180.0,0.2796111111111111,0.1633888888888889,0.09027777777777778,0.17683333333333331,0.710111111111111,105.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
9,24,37,0,12.5,33.0,53.25,0.0,10.0,17.0,27.0,10.0,180.0,180.0,180.0,180.0,0.06944444444444445,0.18333333333333332,0.29583333333333334,0.0,0.5486111111111112,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
